procedure_name,code_type,code,modifier
Routine Neurological Radiologic exam chest 2 views,CPTCode,71046,
Screening ENT Subsequent hospital care high complexity,CPTCode,99233,
Screening Orthopedic Wheelchair,HCPCSCode,E1161,
Emergency Gastro Office visit established patient low complexity,CPTCode,99213,
Advanced Orthopedic Office visit established patient moderate complexity,CPTCode,99214,
Advanced Orthopedic Office visit new patient moderate complexity,CPTCode,99203,
Comprehensive Pediatric Annual wellness visit,CPTCode,G0439,
Advanced Orthopedic Preventive visit adult,CPTCode,99396,
Targeted Pediatric MRI Spine lumbar,CPTCode,72148,26.0
Emergency Dermatology MRI Knee,CPTCode,73721,26.0
Advanced Orthopedic MRI Shoulder,CPTCode,73221,26.0
Diagnostic ENT CT Head,CPTCode,70450,
Advanced Neurological CT Abdomen pelvis,CPTCode,74178,
Follow-up Pulmonary CT Chest,CPTCode,71250,
Follow-up ENT Ultrasound abdomen,CPTCode,76700,
Screening Gastro Ultrasound pelvis,CPTCode,76856,
Specialized Pulmonary Ultrasound thyroid,CPTCode,76536,
Targeted Oncology Echocardiogram,CPTCode,93306,26.0
Screening Orthopedic Stress test,CPTCode,93015,
Targeted Cardiac Holter monitor,CPTCode,93224,
Targeted Dermatology Pulmonary function test,CPTCode,94010,
Screening Orthopedic Spirometry,CPTCode,94060,
Therapeutic Orthopedic Colonoscopy,CPTCode,45378,
Follow-up Pediatric Upper endoscopy,CPTCode,43239,
Follow-up Gastro Sigmoidoscopy,CPTCode,45331,
Specialized Neurological Bronchoscopy,CPTCode,31622,
Specialized Orthopedic Cystoscopy,CPTCode,52000,
Screening Orthopedic Arthroscopy knee,CPTCode,29881,
Screening Orthopedic Arthroscopy shoulder,CPTCode,29826,
Emergency Pulmonary Lumbar puncture,CPTCode,62270,
Advanced Oncology Bone marrow biopsy,CPTCode,38221,
Targeted Neurological Liver biopsy,CPTCode,47000,
Diagnostic Gastro Kidney biopsy,CPTCode,50200,
Emergency ENT Skin biopsy,CPTCode,11102,
Advanced Orthopedic Fine needle aspiration,CPTCode,10021,
Specialized Orthopedic Excision of lesion skin,CPTCode,11400,
Diagnostic Oncology Laceration repair simple,CPTCode,12001,
Follow-up Pulmonary Laceration repair complex,CPTCode,13100,
Routine Renal Abscess incision drainage,CPTCode,10060,
Comprehensive Pulmonary Nail removal,CPTCode,11730,
Emergency ENT Cerumen removal,CPTCode,69210,
Screening Pulmonary Cataract surgery,CPTCode,66984,
Specialized Dermatology Vitrectomy,CPTCode,67036,
Screening Gastro LASIK,CPTCode,66999,
Screening Gastro Tonsillectomy,CPTCode,42825,
Routine Oncology Adenoidectomy,CPTCode,42830,
Advanced Oncology Septoplasty,CPTCode,30520,
Advanced Pulmonary Rhinoplasty,CPTCode,30400,
Specialized Oncology Sinus surgery,CPTCode,31256,
Advanced Neurological Thyroidectomy total,CPTCode,60240,
Comprehensive Gastro Parathyroidectomy,CPTCode,60500,
Comprehensive Pediatric Mastectomy simple,CPTCode,19301,
Follow-up Dermatology Lumpectomy,CPTCode,19301,
Specialized Gastro Sentinel node biopsy,CPTCode,38792,
Screening Renal Hysterectomy total abdominal,CPTCode,58150,
Therapeutic ENT Hysterectomy laparoscopic,CPTCode,58570,
Emergency ENT Myomectomy abdominal,CPTCode,58140,
Screening ENT Oophorectomy,CPTCode,58940,
Therapeutic Orthopedic Tubal ligation,CPTCode,58600,
Targeted Renal Cesarean section,CPTCode,59510,
Therapeutic Pediatric Normal vaginal delivery,CPTCode,59400,
Routine ENT Dilation and curettage,CPTCode,58120,
Specialized Renal Colposcopy,CPTCode,57454,
Comprehensive Pulmonary LEEP procedure,CPTCode,57461,
Emergency Renal Prostatectomy radical,CPTCode,55810,
Follow-up Pediatric Transurethral resection prostate,CPTCode,52601,
Diagnostic ENT Vasectomy,CPTCode,55250,
Screening Cardiac Orchiectomy,CPTCode,54520,
Comprehensive Orthopedic Nephrectomy,CPTCode,50220,
Diagnostic Dermatology Cholecystectomy laparoscopic,CPTCode,47562,
Therapeutic Neurological Appendectomy,CPTCode,44950,
Comprehensive Pulmonary Hernia repair inguinal,CPTCode,49505,
Targeted Orthopedic Hernia repair ventral,CPTCode,49560,
Diagnostic Cardiac Colectomy partial,CPTCode,44140,
Diagnostic Renal Colostomy,CPTCode,44320,
Specialized Dermatology Hemorrhoidectomy,CPTCode,46250,
Emergency Gastro Fistulectomy,CPTCode,46270,
Advanced Cardiac Splenectomy,CPTCode,38100,
Routine Gastro Gastrectomy partial,CPTCode,43631,
Follow-up Oncology Gastric bypass,CPTCode,43644,
Comprehensive Oncology Sleeve gastrectomy,CPTCode,43775,
Comprehensive Oncology Whipple procedure,CPTCode,48150,
Comprehensive Dermatology Coronary artery bypass graft,CPTCode,33533,
Diagnostic Dermatology Cardiac catheterization,CPTCode,93454,
Targeted Renal Percutaneous coronary intervention,CPTCode,92920,
Emergency ENT Pacemaker insertion,CPTCode,33206,
Targeted Orthopedic Defibrillator insertion,CPTCode,33249,
Diagnostic Pulmonary Aortic valve replacement,CPTCode,33405,
Targeted Pediatric Mitral valve repair,CPTCode,33425,
Follow-up Oncology Carotid endarterectomy,CPTCode,35301,
Diagnostic Orthopedic Aortic aneurysm repair,CPTCode,35082,
Therapeutic Renal Peripheral vascular bypass,CPTCode,35556,
Comprehensive Gastro Varicose vein surgery,CPTCode,37700,
Screening Orthopedic Arteriovenous fistula creation,CPTCode,36821,
Specialized Orthopedic Hip replacement total,CPTCode,27130,
Comprehensive Renal Knee replacement total,CPTCode,27447,
Emergency Neurological Shoulder replacement total,CPTCode,23472,
Screening Dermatology Spinal fusion lumbar,CPTCode,22612,
Diagnostic Renal Spinal fusion cervical,CPTCode,22551,
Advanced Orthopedic Laminectomy,CPTCode,63030,
Targeted Neurological Discectomy,CPTCode,63030,
Targeted Oncology Carpal tunnel release,CPTCode,64721,
Screening ENT Trigger finger release,CPTCode,26055,
Routine Oncology Tendon repair,CPTCode,27650,
Diagnostic Dermatology Fracture repair closed,CPTCode,25600,
Routine Pediatric Fracture repair open,CPTCode,25607,
Emergency Dermatology Amputation lower extremity,CPTCode,27592,
Targeted Pulmonary Skin graft split thickness,CPTCode,15100,
Diagnostic Oncology Burn debridement,CPTCode,16020,
Emergency Renal Flap reconstruction,CPTCode,15734,
Screening Neurological Rhinoplasty secondary,CPTCode,30430,
Advanced Gastro Blepharoplasty,CPTCode,15822,
Therapeutic Pediatric Facelift,CPTCode,15824,
Targeted Neurological Breast augmentation,CPTCode,19325,
Comprehensive Gastro Breast reduction,CPTCode,19318,
Therapeutic Cardiac Breast reconstruction,CPTCode,19357,
Advanced Dermatology Liposuction,CPTCode,15877,
Specialized Pediatric Abdominoplasty,CPTCode,15847,
Comprehensive Dermatology Craniotomy,CPTCode,61510,
Advanced Neurological Craniectomy,CPTCode,61322,
Follow-up Oncology Ventricular shunt,CPTCode,62220,
Advanced Pulmonary Deep brain stimulation,CPTCode,61863,
Emergency Neurological Vagus nerve stimulation,CPTCode,64568,
Specialized Dermatology Electroencephalography,CPTCode,95819,
Therapeutic Oncology Nerve conduction study,CPTCode,95907,
Routine Pediatric EMG,CPTCode,95860,
Routine Orthopedic Sleep study,CPTCode,95810,
Therapeutic Renal Tilt table test,CPTCode,93660,
Therapeutic Pulmonary Bone density scan,CPTCode,77080,
Targeted Renal Nuclear medicine scan,CPTCode,78300,
Screening Renal PET scan,CPTCode,78816,
Specialized Oncology Mammogram screening,CPTCode,77067,
Screening ENT Mammogram diagnostic,CPTCode,77066,
Screening Orthopedic Pap smear,CPTCode,88141,
Routine Gastro Urinalysis,CPTCode,81001,
Comprehensive Renal Complete blood count,CPTCode,85025,
Routine Pulmonary Comprehensive metabolic panel,CPTCode,80053,
Targeted Renal Lipid panel,CPTCode,80061,
Specialized Orthopedic Thyroid panel,CPTCode,84436,
Routine ENT Hemoglobin A1c,CPTCode,83036,
Diagnostic Renal Prothrombin time,CPTCode,85610,
Follow-up ENT PTT,CPTCode,85730,
Therapeutic Cardiac D-dimer,CPTCode,85379,
Targeted Pediatric Troponin,CPTCode,84484,
Specialized Gastro BNP,CPTCode,83880,
Routine Dermatology PSA,CPTCode,86316,
Advanced Pediatric CEA,CPTCode,82378,
Follow-up Neurological CA-125,CPTCode,86304,
Specialized Renal AFP,CPTCode,82105,
Advanced Gastro Beta HCG,CPTCode,84702,
Therapeutic Pediatric Vitamin B12,CPTCode,82607,
Follow-up Dermatology Folate,CPTCode,82746,
Screening Pediatric Ferritin,CPTCode,82728,
Comprehensive Neurological Iron studies,CPTCode,83540,
Routine ENT Uric acid,CPTCode,84550,
Specialized Orthopedic Cortisol,CPTCode,82533,
Diagnostic Neurological Testosterone,CPTCode,84402,
Routine Pediatric Estradiol,CPTCode,82670,
Advanced Cardiac FSH,CPTCode,83001,
Emergency Neurological LH,CPTCode,83002,
Specialized Pediatric Progesterone,CPTCode,84144,
Specialized Renal Prolactin,CPTCode,84146,
Therapeutic Cardiac DHEA,CPTCode,82626,
Specialized Neurological Insulin,CPTCode,83525,
Advanced Neurological C-peptide,CPTCode,84681,
Advanced Oncology Rheumatoid factor,CPTCode,86431,
Specialized ENT ANA,CPTCode,86038,
Therapeutic ENT Anti-dsDNA,CPTCode,86060,
Emergency Pediatric Anti-CCP,CPTCode,86200,
Comprehensive Cardiac ESR,CPTCode,85651,
Routine Pediatric CRP,CPTCode,86140,
Specialized Gastro Urine culture,CPTCode,87086,
Routine Oncology Blood culture,CPTCode,87040,
Follow-up Renal Throat culture,CPTCode,87070,
Comprehensive Renal Stool culture,CPTCode,87045,
Therapeutic Renal COVID-19 PCR test,CPTCode,87635,
Routine Cardiac Influenza test,CPTCode,87804,
Therapeutic Oncology Strep test rapid,CPTCode,87880,
Screening Pulmonary Mono test,CPTCode,86308,
Screening Renal HIV test,CPTCode,86703,
Advanced Neurological Hepatitis B surface antigen,CPTCode,87340,
Targeted Pulmonary Hepatitis C antibody,CPTCode,86803,
Screening Gastro RPR syphilis test,CPTCode,86592,
Routine Dermatology Chlamydia gonorrhea NAAT,CPTCode,87491,
Comprehensive Dermatology Physical therapy evaluation,CPTCode,97161,
Routine Pulmonary Physical therapy treatment,CPTCode,97110,
Specialized Dermatology Occupational therapy evaluation,CPTCode,97165,
Screening Dermatology Speech therapy evaluation,CPTCode,92521,
Therapeutic Neurological Psychiatric evaluation,CPTCode,90792,
Advanced Dermatology Psychotherapy 45 minutes,CPTCode,90834,
Targeted Cardiac Psychotherapy 60 minutes,CPTCode,90837,
Emergency Orthopedic Group therapy,CPTCode,90853,
Follow-up ENT Medication management,CPTCode,90833,
Targeted Oncology Neuropsychological testing,CPTCode,96130,
Follow-up Renal Allergy skin testing,CPTCode,95004,
Therapeutic Neurological Allergy immunotherapy,CPTCode,95115,
Therapeutic Dermatology Immunoglobulin infusion,CPTCode,90281,
Therapeutic Pediatric Chemotherapy infusion,CPTCode,96413,
Specialized ENT Radiation therapy,CPTCode,77401,
Targeted Orthopedic IMRT planning,CPTCode,77301,
Comprehensive Cardiac Brachytherapy,CPTCode,77761,
Diagnostic Neurological Dialysis hemodialysis,CPTCode,90935,
Screening Neurological Peritoneal dialysis,CPTCode,90945,
Emergency Dermatology Plasmapheresis,CPTCode,36514,
Diagnostic Dermatology Infusion therapy,CPTCode,96360,
Targeted Pulmonary IV antibiotics,CPTCode,96365,
Targeted Pulmonary Total parenteral nutrition,CPTCode,99601,
Screening Orthopedic Nasogastric tube placement,CPTCode,43752,
Routine Neurological Endotracheal intubation,CPTCode,31500,
Therapeutic Pulmonary Mechanical ventilation management,CPTCode,94002,
Advanced Renal Central line insertion,CPTCode,36556,
Emergency Renal PICC line insertion,CPTCode,36569,
Targeted Dermatology Arterial line placement,CPTCode,36620,
Advanced Oncology Thoracentesis,CPTCode,32555,
Diagnostic Neurological Paracentesis,CPTCode,49083,
Specialized Oncology Pericardiocentesis,CPTCode,33010,
Comprehensive Cardiac Cardioversion,CPTCode,92960,
Targeted Pediatric Defibrillation,CPTCode,92950,
Diagnostic Pulmonary CPR,CPTCode,92950,
Diagnostic Neurological Nebulizer treatment,CPTCode,94640,
Advanced Gastro Oxygen therapy,CPTCode,94760,
Screening Pediatric CPAP,HCPCSCode,E0601,
Routine Orthopedic BiPAP,HCPCSCode,E0470,
Follow-up Dermatology Hospital bed,HCPCSCode,E0250,
Specialized Gastro Walker,HCPCSCode,E0130,
Follow-up Pulmonary Cane,HCPCSCode,E0100,
Targeted Oncology Crutches,HCPCSCode,E0110,
Therapeutic Oncology Commode,HCPCSCode,E0163,
Targeted Oncology Bath bench,HCPCSCode,E0245,
Emergency Dermatology Nebulizer machine,HCPCSCode,E0570,
Follow-up Renal Insulin pump,HCPCSCode,E0784,
Screening Pediatric Blood glucose monitor,HCPCSCode,E2101,
Therapeutic Orthopedic Continuous glucose monitor,HCPCSCode,E2101,
Emergency Dermatology Compression stockings,HCPCSCode,A6531,
Therapeutic Renal Wound dressing,HCPCSCode,A6216,
Diagnostic Oncology Ostomy supplies,HCPCSCode,A4361,
Advanced Oncology Urological catheter,HCPCSCode,A4338,
Follow-up Oncology Breast pump,HCPCSCode,E0603,
Targeted Cardiac Hearing aid,HCPCSCode,V5244,
Emergency ENT Orthotics ankle foot,HCPCSCode,L1960,
Targeted Pulmonary Prosthetic limb,HCPCSCode,L5100,
Therapeutic Neurological Spinal orthosis,HCPCSCode,L0648,
Specialized Neurological Cervical collar,HCPCSCode,L0120,
Comprehensive Neurological Knee brace,HCPCSCode,L1820,
Specialized Renal Shoulder sling,HCPCSCode,A4565,
Therapeutic Oncology Wrist splint,HCPCSCode,L3900,
Therapeutic Pulmonary Ambulance transport,HCPCSCode,A0428,
Routine Pulmonary Non-emergency transport,HCPCSCode,A0100,
Specialized Gastro Home health aide,HCPCSCode,G0156,
Therapeutic Oncology Skilled nursing visit,HCPCSCode,G0299,
Emergency Neurological Physical therapy home,HCPCSCode,G0151,
Routine Cardiac Occupational therapy home,HCPCSCode,G0152,
Screening Oncology Flu vaccine,CPTCode,90686,
Diagnostic Renal COVID-19 vaccine,CPTCode,91300,
Specialized Neurological Pneumococcal vaccine,CPTCode,90670,
Diagnostic Orthopedic Shingles vaccine,CPTCode,90750,
Advanced Neurological MMR vaccine,CPTCode,90707,
Follow-up Pediatric HPV vaccine,CPTCode,90651,
Screening Neurological Hepatitis B vaccine,CPTCode,90739,
Advanced Cardiac Tetanus toxoid,CPTCode,90714,
Therapeutic Pediatric Meningococcal vaccine,CPTCode,90734,
Advanced ENT Varicella vaccine,CPTCode,90716,
Specialized Oncology Chest X-Ray,CPTCode,71045,
Emergency Pediatric MRI Brain,CPTCode,70551,26.0
Follow-up Renal Blood Test,CPTCode,80050,
Advanced Gastro ECG,CPTCode,93000,
Therapeutic Dermatology CT Scan,CPTCode,74177,
Screening Orthopedic Radiologic exam chest 2 views,CPTCode,71046,
Specialized Gastro Subsequent hospital care high complexity,CPTCode,99233,
Follow-up Oncology Wheelchair,HCPCSCode,E1161,
Targeted Renal Office visit established patient low complexity,CPTCode,99213,
Comprehensive Gastro Office visit established patient moderate complexity,CPTCode,99214,
Specialized Pediatric Office visit new patient moderate complexity,CPTCode,99203,
Comprehensive Cardiac Annual wellness visit,CPTCode,G0439,
Therapeutic Pulmonary Preventive visit adult,CPTCode,99396,
Diagnostic Pulmonary MRI Spine lumbar,CPTCode,72148,26.0
Advanced ENT MRI Knee,CPTCode,73721,26.0
Comprehensive Renal MRI Shoulder,CPTCode,73221,26.0
Diagnostic Orthopedic CT Head,CPTCode,70450,
Targeted Oncology CT Abdomen pelvis,CPTCode,74178,
Screening Orthopedic CT Chest,CPTCode,71250,
Diagnostic Pediatric Ultrasound abdomen,CPTCode,76700,
Screening Cardiac Ultrasound pelvis,CPTCode,76856,
Routine Pediatric Ultrasound thyroid,CPTCode,76536,
Routine ENT Echocardiogram,CPTCode,93306,26.0
Therapeutic Renal Stress test,CPTCode,93015,
Targeted Renal Holter monitor,CPTCode,93224,
Therapeutic Oncology Pulmonary function test,CPTCode,94010,
Diagnostic ENT Spirometry,CPTCode,94060,
Targeted Pediatric Colonoscopy,CPTCode,45378,
Follow-up ENT Upper endoscopy,CPTCode,43239,
Routine Neurological Sigmoidoscopy,CPTCode,45331,
Screening Pediatric Bronchoscopy,CPTCode,31622,
Diagnostic ENT Cystoscopy,CPTCode,52000,
Therapeutic Cardiac Arthroscopy knee,CPTCode,29881,
Screening Orthopedic Arthroscopy shoulder,CPTCode,29826,
Specialized Pediatric Lumbar puncture,CPTCode,62270,
Routine Renal Bone marrow biopsy,CPTCode,38221,
Targeted ENT Liver biopsy,CPTCode,47000,
Screening Neurological Kidney biopsy,CPTCode,50200,
Therapeutic Pulmonary Skin biopsy,CPTCode,11102,
Screening Cardiac Fine needle aspiration,CPTCode,10021,
Screening Orthopedic Excision of lesion skin,CPTCode,11400,
Comprehensive Dermatology Laceration repair simple,CPTCode,12001,
Follow-up Orthopedic Laceration repair complex,CPTCode,13100,
Follow-up Dermatology Abscess incision drainage,CPTCode,10060,
Emergency Oncology Nail removal,CPTCode,11730,
Comprehensive ENT Cerumen removal,CPTCode,69210,
Therapeutic Oncology Cataract surgery,CPTCode,66984,
Follow-up Pulmonary Vitrectomy,CPTCode,67036,
Follow-up Renal LASIK,CPTCode,66999,
Follow-up ENT Tonsillectomy,CPTCode,42825,
Therapeutic Dermatology Adenoidectomy,CPTCode,42830,
Screening Gastro Septoplasty,CPTCode,30520,
Targeted Orthopedic Rhinoplasty,CPTCode,30400,
Targeted ENT Sinus surgery,CPTCode,31256,
Specialized Cardiac Thyroidectomy total,CPTCode,60240,
Targeted Renal Parathyroidectomy,CPTCode,60500,
Routine Cardiac Mastectomy simple,CPTCode,19301,
Comprehensive Pulmonary Lumpectomy,CPTCode,19301,
Targeted Pulmonary Sentinel node biopsy,CPTCode,38792,
Screening Pulmonary Hysterectomy total abdominal,CPTCode,58150,
Emergency Gastro Hysterectomy laparoscopic,CPTCode,58570,
Emergency Pulmonary Myomectomy abdominal,CPTCode,58140,
Follow-up ENT Oophorectomy,CPTCode,58940,
Advanced Orthopedic Tubal ligation,CPTCode,58600,
Diagnostic Orthopedic Cesarean section,CPTCode,59510,
Routine Oncology Normal vaginal delivery,CPTCode,59400,
Emergency Cardiac Dilation and curettage,CPTCode,58120,
Screening Neurological Colposcopy,CPTCode,57454,
Emergency Orthopedic LEEP procedure,CPTCode,57461,
Therapeutic Neurological Prostatectomy radical,CPTCode,55810,
Targeted Pediatric Transurethral resection prostate,CPTCode,52601,
Specialized Neurological Vasectomy,CPTCode,55250,
Targeted Pulmonary Orchiectomy,CPTCode,54520,
Advanced Gastro Nephrectomy,CPTCode,50220,
Targeted Dermatology Cholecystectomy laparoscopic,CPTCode,47562,
Therapeutic Cardiac Appendectomy,CPTCode,44950,
Targeted Gastro Hernia repair inguinal,CPTCode,49505,
Diagnostic Gastro Hernia repair ventral,CPTCode,49560,
Therapeutic Orthopedic Colectomy partial,CPTCode,44140,
Follow-up Pediatric Colostomy,CPTCode,44320,
Diagnostic Gastro Hemorrhoidectomy,CPTCode,46250,
Follow-up Oncology Fistulectomy,CPTCode,46270,
Emergency Orthopedic Splenectomy,CPTCode,38100,
Comprehensive Renal Gastrectomy partial,CPTCode,43631,
Screening Pediatric Gastric bypass,CPTCode,43644,
Follow-up Neurological Sleeve gastrectomy,CPTCode,43775,
Targeted Dermatology Whipple procedure,CPTCode,48150,
Follow-up Dermatology Coronary artery bypass graft,CPTCode,33533,
Diagnostic Neurological Cardiac catheterization,CPTCode,93454,
Routine ENT Percutaneous coronary intervention,CPTCode,92920,
Screening Oncology Pacemaker insertion,CPTCode,33206,
Targeted Gastro Defibrillator insertion,CPTCode,33249,
Screening Pediatric Aortic valve replacement,CPTCode,33405,
Screening Cardiac Mitral valve repair,CPTCode,33425,
Targeted Renal Carotid endarterectomy,CPTCode,35301,
Emergency Dermatology Aortic aneurysm repair,CPTCode,35082,
Advanced Orthopedic Peripheral vascular bypass,CPTCode,35556,
Follow-up Dermatology Varicose vein surgery,CPTCode,37700,
Comprehensive Orthopedic Arteriovenous fistula creation,CPTCode,36821,
Targeted Renal Hip replacement total,CPTCode,27130,
